fpr,tpr
0.0,0.0
0.0,0.08333333333333333
0.0,0.25
0.024305555555555556,0.25
0.024305555555555556,0.3333333333333333
0.03125,0.3333333333333333
0.03125,0.4166666666666667
0.05555555555555555,0.4166666666666667
0.05555555555555555,0.5
0.059027777777777776,0.5
0.059027777777777776,0.5833333333333334
0.06597222222222222,0.5833333333333334
0.06597222222222222,0.6666666666666666
0.09375,0.6666666666666666
0.09375,0.75
0.18055555555555555,0.75
0.18055555555555555,0.8333333333333334
0.25,0.8333333333333334
0.25,0.9166666666666666
0.4513888888888889,0.9166666666666666
0.4513888888888889,1.0
1.0,1.0
