fpr,tpr
0.0,0.0
0.0,0.08333333333333333
0.0,0.3333333333333333
0.020833333333333332,0.3333333333333333
0.020833333333333332,0.4166666666666667
0.03819444444444445,0.4166666666666667
0.03819444444444445,0.5833333333333334
0.0625,0.5833333333333334
0.0625,0.6666666666666666
0.16666666666666666,0.6666666666666666
0.16666666666666666,0.75
0.2222222222222222,0.75
0.2222222222222222,0.8333333333333334
0.3125,0.8333333333333334
0.3125,0.9166666666666666
0.7152777777777778,0.9166666666666666
0.7152777777777778,1.0
1.0,1.0
