fpr,tpr
0.0,0.0
0.0,0.0034965034965034965
0.0,0.11538461538461539
0.0018832391713747645,0.11538461538461539
0.0018832391713747645,0.11888111888111888
0.003766478342749529,0.11888111888111888
0.003766478342749529,0.14685314685314685
0.005649717514124294,0.14685314685314685
0.005649717514124294,0.16433566433566432
0.007532956685499058,0.16433566433566432
0.007532956685499058,0.16783216783216784
0.011299435028248588,0.16783216783216784
0.011299435028248588,0.17832167832167833
0.013182674199623353,0.17832167832167833
0.013182674199623353,0.1853146853146853
0.018832391713747645,0.1853146853146853
0.018832391713747645,0.19230769230769232
0.022598870056497175,0.19230769230769232
0.022598870056497175,0.1958041958041958
0.02448210922787194,0.1958041958041958
0.02448210922787194,0.1993006993006993
0.026365348399246705,0.1993006993006993
0.026365348399246705,0.20279720279720279
0.030131826741996232,0.20279720279720279
0.030131826741996232,0.21328671328671328
0.032015065913371,0.21328671328671328
0.032015065913371,0.22377622377622378
0.03389830508474576,0.22377622377622378
0.03389830508474576,0.22727272727272727
0.03766478342749529,0.22727272727272727
0.03766478342749529,0.23076923076923078
0.04143126177024482,0.23076923076923078
0.04143126177024482,0.23776223776223776
0.04519774011299435,0.23776223776223776
0.04519774011299435,0.24475524475524477
0.047080979284369114,0.24475524475524477
0.047080979284369114,0.2517482517482518
0.04896421845574388,0.2517482517482518
0.04896421845574388,0.2762237762237762
0.05273069679849341,0.2762237762237762
0.05273069679849341,0.28321678321678323
0.05649717514124294,0.28321678321678323
0.05649717514124294,0.3041958041958042
0.0583804143126177,0.3041958041958042
0.0583804143126177,0.3181818181818182
0.062146892655367235,0.3181818181818182
0.062146892655367235,0.32167832167832167
0.064030131826742,0.32167832167832167
0.064030131826742,0.3321678321678322
0.06591337099811675,0.3321678321678322
0.06591337099811675,0.3356643356643357
0.0696798493408663,0.3356643356643357
0.0696798493408663,0.33916083916083917
0.07721280602636535,0.33916083916083917
0.07721280602636535,0.34265734265734266
0.08662900188323917,0.34265734265734266
0.08662900188323917,0.34965034965034963
0.09227871939736347,0.34965034965034963
0.09227871939736347,0.3706293706293706
0.096045197740113,0.3706293706293706
0.096045197740113,0.3811188811188811
0.10734463276836158,0.3811188811188811
0.10734463276836158,0.3986013986013986
0.11299435028248588,0.3986013986013986
0.11299435028248588,0.4020979020979021
0.11487758945386065,0.4020979020979021
0.11487758945386065,0.4090909090909091
0.1167608286252354,0.4090909090909091
0.1167608286252354,0.4160839160839161
0.12052730696798493,0.4160839160839161
0.12052730696798493,0.4195804195804196
0.1224105461393597,0.4195804195804196
0.1224105461393597,0.4230769230769231
0.12429378531073447,0.4230769230769231
0.12429378531073447,0.42657342657342656
0.1318267419962335,0.42657342657342656
0.1318267419962335,0.4370629370629371
0.14124293785310735,0.4370629370629371
0.14124293785310735,0.4405594405594406
0.14689265536723164,0.4405594405594406
0.14689265536723164,0.44755244755244755
0.1487758945386064,0.44755244755244755
0.1487758945386064,0.45454545454545453
0.1544256120527307,0.45454545454545453
0.1544256120527307,0.46153846153846156
0.16195856873822975,0.46153846153846156
