fpr,tpr
0.0,0.0
0.0,0.03571428571428571
0.0,0.14285714285714285
0.003676470588235294,0.14285714285714285
0.003676470588235294,0.4642857142857143
0.007352941176470588,0.4642857142857143
0.007352941176470588,0.5357142857142857
0.029411764705882353,0.5357142857142857
0.029411764705882353,0.5714285714285714
0.10294117647058823,0.5714285714285714
0.10294117647058823,0.6071428571428571
0.11397058823529412,0.6071428571428571
0.11397058823529412,0.7142857142857143
0.125,0.7142857142857143
0.125,0.75
0.1323529411764706,0.75
0.1323529411764706,0.7857142857142857
0.14705882352941177,0.7857142857142857
0.14705882352941177,0.8214285714285714
0.18382352941176472,0.8214285714285714
0.18382352941176472,0.8571428571428571
0.1875,0.8571428571428571
0.1875,0.8928571428571429
0.27205882352941174,0.8928571428571429
0.27205882352941174,0.9285714285714286
0.4522058823529412,0.9285714285714286
0.4522058823529412,0.9642857142857143
0.6433823529411765,0.9642857142857143
0.6433823529411765,1.0
1.0,1.0
